100	11	8	10510	18831	11431	222	
200	29	22	26542	49485	35551	1078		
300	79	45	49098	93061	74629	3157	
上面的忘记除deadlineFactor的个数了

100	0	0	561	1093	584	11	
200	1	1	1397	2590	1814	57	
300	3	2	2432	4510	3664	157	
400	7	3	3564	6693	6268	339	
500	11	4	4933	9552	9904	616	
600	19	7	6176	11901	14176	1069	
700	26	10	7439	13611	16869	1478（远程过，可能执行的慢了）	
700	27	10	7356	14206	19198	1763（无远程）
800	32	12	7230	16579	22564	2303	
900	48	16	9822	18609	30886	3798	
1000	61	21	10942	21495	39498	5662		
   .\dax\CyberShake_50.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.057s
.\dax\Epigenomics_100.xml-deadlineFactor_13.000 mpcMapMy2_42的runtime：	0.006s
.\dax\Epigenomics_100.xml-deadlineFactor_13.000 mpcMapMy2_42的runtime：	0.003s
.\dax\Epigenomics_100.xml-deadlineFactor_13.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_13.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_13.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_1000.xml-deadlineFactor_13.000 mpcMapMy2_42的runtime：	1.624s
.\dax\Epigenomics_1000.xml-deadlineFactor_13.000 mpcMapMy2_42的runtime：	1.613s
.\dax\Epigenomics_1000.xml-deadlineFactor_13.000 mpcMapMy2_42的runtime：	2.248s
.\dax\Epigenomics_1000.xml-deadlineFactor_13.000 mpcMapMy2_42的runtime：	1.66s
.\dax\Epigenomics_1000.xml-deadlineFactor_13.000 mpcMapMy2_42的runtime：	1.622s
.\dax\Epigenomics_1000.xml-deadlineFactor_13.000 mpcMapMy2_42的runtime：	2.134s
.\dax\Epigenomics_1000.xml-deadlineFactor_13.000 mpcMapMy2_42的runtime：	1.963s
.\dax\Epigenomics_1000.xml-deadlineFactor_13.000 mpcMapMy2_42的runtime：	1.931s
.\dax\Epigenomics_1000.xml-deadlineFactor_13.000 mpcMapMy2_42的runtime：	1.951s
.\dax\Epigenomics_1000.xml-deadlineFactor_13.000 mpcMapMy2_42的runtime：	1.992s
 .\dax\Epigenomics_50.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.002s
.\dax\Epigenomics_100.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.003s
.\dax\Epigenomics_100.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.006s
.\dax\Epigenomics_100.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_1000.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	1.398s
.\dax\Epigenomics_1000.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	1.388s
.\dax\Epigenomics_1000.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	1.382s
.\dax\Epigenomics_1000.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	2.096s
.\dax\Epigenomics_1000.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	1.457s
.\dax\Epigenomics_1000.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	1.388s
.\dax\Epigenomics_1000.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	1.952s
.\dax\Epigenomics_1000.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	1.379s
.\dax\Epigenomics_1000.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	1.406s
.\dax\Epigenomics_1000.xml-deadlineFactor_14.000 mpcMapMy2_42的runtime：	1.286s
 .\dax\Epigenomics_50.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.002s
.\dax\Epigenomics_100.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.007s
.\dax\Epigenomics_100.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.003s
.\dax\Epigenomics_100.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.003s
.\dax\Epigenomics_100.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_1000.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	1.51s
.\dax\Epigenomics_1000.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	1.698s
.\dax\Epigenomics_1000.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	1.288s
.\dax\Epigenomics_1000.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	1.515s
.\dax\Epigenomics_1000.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	1.496s
.\dax\Epigenomics_1000.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	1.499s
.\dax\Epigenomics_1000.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	1.513s
.\dax\Epigenomics_1000.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	1.249s
.\dax\Epigenomics_1000.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	1.522s
.\dax\Epigenomics_1000.xml-deadlineFactor_15.000 mpcMapMy2_42的runtime：	1.308s
 .\dax\Epigenomics_50.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.003s
 .\dax\Epigenomics_50.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.001s
.\dax\Epigenomics_100.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.007s
.\dax\Epigenomics_100.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.007s
.\dax\Epigenomics_100.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_1000.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	2.359s
.\dax\Epigenomics_1000.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	1.236s
.\dax\Epigenomics_1000.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	1.518s
.\dax\Epigenomics_1000.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	1.504s
.\dax\Epigenomics_1000.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	1.241s
.\dax\Epigenomics_1000.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	1.445s
.\dax\Epigenomics_1000.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	1.226s
.\dax\Epigenomics_1000.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	1.365s
.\dax\Epigenomics_1000.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	1.253s
.\dax\Epigenomics_1000.xml-deadlineFactor_16.000 mpcMapMy2_42的runtime：	1.501s
 .\dax\Epigenomics_50.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.003s
 .\dax\Epigenomics_50.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.002s
.\dax\Epigenomics_100.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.003s
.\dax\Epigenomics_100.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.003s
.\dax\Epigenomics_100.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_1000.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	1.177s
.\dax\Epigenomics_1000.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	1.113s
.\dax\Epigenomics_1000.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	1.633s
.\dax\Epigenomics_1000.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	1.75s
.\dax\Epigenomics_1000.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	1.163s
.\dax\Epigenomics_1000.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	2.184s
.\dax\Epigenomics_1000.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	1.676s
.\dax\Epigenomics_1000.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	1.775s
.\dax\Epigenomics_1000.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	1.162s
.\dax\Epigenomics_1000.xml-deadlineFactor_17.000 mpcMapMy2_42的runtime：	1.122s
 .\dax\Epigenomics_50.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.002s
.\dax\Epigenomics_100.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.007s
.\dax\Epigenomics_100.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.006s
.\dax\Epigenomics_100.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.006s
.\dax\Epigenomics_100.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.007s
.\dax\Epigenomics_100.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_1000.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	1.134s
.\dax\Epigenomics_1000.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	1.388s
.\dax\Epigenomics_1000.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	1.333s
.\dax\Epigenomics_1000.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	1.039s
.\dax\Epigenomics_1000.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	1.205s
.\dax\Epigenomics_1000.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	1.145s
.\dax\Epigenomics_1000.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	1.178s
.\dax\Epigenomics_1000.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	1.219s
.\dax\Epigenomics_1000.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	4.246s
.\dax\Epigenomics_1000.xml-deadlineFactor_18.000 mpcMapMy2_42的runtime：	1.444s
 .\dax\Epigenomics_50.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.001s
.\dax\Epigenomics_100.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.006s
.\dax\Epigenomics_100.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.006s
.\dax\Epigenomics_100.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.008s
.\dax\Epigenomics_100.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.006s
.\dax\Epigenomics_100.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.006s
.\dax\Epigenomics_100.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	0.006s
.\dax\Epigenomics_1000.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	1.521s
.\dax\Epigenomics_1000.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	1.557s
.\dax\Epigenomics_1000.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	2.015s
.\dax\Epigenomics_1000.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	1.507s
.\dax\Epigenomics_1000.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	1.562s
.\dax\Epigenomics_1000.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	2.022s
.\dax\Epigenomics_1000.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	2.028s
.\dax\Epigenomics_1000.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	1.548s
.\dax\Epigenomics_1000.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	1.555s
.\dax\Epigenomics_1000.xml-deadlineFactor_19.000 mpcMapMy2_42的runtime：	1.381s
 .\dax\Epigenomics_50.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.002s
 .\dax\Epigenomics_50.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.001s
 .\dax\Epigenomics_50.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.003s
 .\dax\Epigenomics_50.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.001s
.\dax\Epigenomics_100.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.004s
.\dax\Epigenomics_100.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.006s
.\dax\Epigenomics_100.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.005s
.\dax\Epigenomics_100.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.006s
.\dax\Epigenomics_100.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.006s
.\dax\Epigenomics_100.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.006s
.\dax\Epigenomics_100.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.008s
.\dax\Epigenomics_100.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	0.007s
.\dax\Epigenomics_1000.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	1.53s
.\dax\Epigenomics_1000.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	1.538s
.\dax\Epigenomics_1000.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	1.588s
.\dax\Epigenomics_1000.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	1.466s
.\dax\Epigenomics_1000.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	1.49s
.\dax\Epigenomics_1000.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	1.496s
.\dax\Epigenomics_1000.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	2.204s
.\dax\Epigenomics_1000.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	1.454s
.\dax\Epigenomics_1000.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	1.99s
.\dax\Epigenomics_1000.xml-deadlineFactor_20.000 mpcMapMy2_42的runtime：	1.588s
         .\dax\LIGO_50.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.002s
         .\dax\LIGO_50.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.002s
         .\dax\LIGO_50.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.003s
         .\dax\LIGO_50.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.001s
         .\dax\LIGO_50.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.002s
         .\dax\LIGO_50.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.002s
         .\dax\LIGO_50.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.001s
         .\dax\LIGO_50.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.002s
         .\dax\LIGO_50.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.002s
         .\dax\LIGO_50.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.003s
        .\dax\LIGO_100.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.008s
        .\dax\LIGO_100.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.006s
        .\dax\LIGO_100.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.008s
        .\dax\LIGO_100.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.008s
        .\dax\LIGO_100.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.008s
        .\dax\LIGO_100.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.009s
        .\dax\LIGO_100.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.008s
        .\dax\LIGO_100.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.007s
        .\dax\LIGO_100.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.008s
        .\dax\LIGO_100.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	0.006s
       .\dax\LIGO_1000.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	2.583s
       .\dax\LIGO_1000.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	2.61s
       .\dax\LIGO_1000.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	2.656s
       .\dax\LIGO_1000.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	2.598s
       .\dax\LIGO_1000.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	2.589s
       .\dax\LIGO_1000.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	2.593s
       .\dax\LIGO_1000.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	2.673s
       .\dax\LIGO_1000.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	2.645s
       .\dax\LIGO_1000.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	2.61s
       .\dax\LIGO_1000.xml-deadlineFactor_1.500 mpcMapMy2_42的runtime：	2.605s
         .\dax\LIGO_50.xml-deadlineFactor_2.000 mpcMapMy2_42的runtime：	0.002s
         .\dax\LIGO_50.xml-deadlineFactor_2.000 mpcMapMy2_42的runtime：	0.002s
         .\dax\LIGO_50.xml-deadlineFactor_2.000 mpcMapMy2_42的runtime：	0.002s
         .\dax\LIGO_50.xml-deadlineFactor_2.000 mpcMapMy2_42的runtime：	0.001s
         .\dax\LIGO_50.xml-deadlineFactor_2.000 mpcMapMy2_42的runtime：	0.002s
         .\dax\LIGO_50.xml-deadlineFactor_2.000 mpcMapMy2_42的runtime：	0.002s
         .\dax\LIGO_50.xml-deadlineFactor_2.000 mpcMapMy2_42的runtime：	0.002s
         .\dax\LIGO_50.xml-deadlineFactor_2.000 mpcMapMy2_42的runtime：	0.002s
         .\dax\LIGO_50.xml-deadlineFactor_2.000 mpcMapMy2_42的runtime：	0.002s
         .\dax\LIGO_50.xml-deadlineFactor_2.000 mpcMapMy2_42的runtime：	0.001s
        .\dax\LIGO_100.xml-deadlineFactor_2.000 mpcMapMy2_42的runtime：	0.006s
        .\dax\LIGO_100.xml-deadlineFactor_2.000 mpcMapMy2_42的runtime：	0.007s
        .\dax\LIGO_100.xml-deadlineFactor_2.000 mpcMapMy2_42的runtime：	0.007s
        .\dax\LIGO_100.xml-deadlineFactor_2.000 mpcMapMy2_42的runtime：	0.006s
        .\dax\LIGO_100.xml-deadlineFactor_2.000 mpcMapMy2_42的runtime：	0.006s
